brand,model,link,date,price,title,subtitle,f1,f2,f3,year,hp,range,kp,dtp,fuel,location,desc
bmw,x1,https://auto.ria.com/uk/auto_bmw_x1_37323744.html,2024-12-16-14-11,14999, bmw x1 2014, e84 (fl) • 18d аt (143 к.с.) sdrive, e84 (fl) , 18d аt (143 к.с.) sdrive,,2014,143,101,1,0,0,"Одесса, пр-т. Небесної Сотні, 2","офіційний автомобіль з повною сервісною історією. пробіг повністю підтверджень.475 колір кузова ""металік"" - black sapphire (чорний сапфір)lug9 оббивка салону зі шкіри 'nevada' - black/зі шкіряною окантовкою grey-red205 автоматична трансмісія з функцією steptronic та адаптивними налаштуваннями216 servotronic (кермо з змінним зусиллям на кермі в залежності від швидкості руху)249 мультифункціональна система на рульовому колесі255 спортивне кермо з шкіряною оббивкою258 покришки runflat (що дозволяють продовжувати рух при миттєвій втраті тиску)3ag камера заднього виду (на центральному дисплеї відображається вигляд позаду автомобіля)3ap сонцезахисна смуга на вітровому склі сірого кольору386 релінги на даху чорного кольору4ae зсувний передній підлокітник (з вбудованою розеткою на 12 v та висувним підсклянником)4at планки в салоні з лакованим покриттям чорного кольору4u2 режим керування 'eco pro'402 панорамний скляний люк420 сонцезахисне скління (тонування заднього бічного скла та заднього вікна)423 велюрові килимки в салоні428 знак аварійної зупинки та аптечка (обов'язкова опція для ринку україни)430 дзеркала заднього виду з автозатемненням (включаючи електроприведення складання)431 салонне дзеркало заднього виду з автозатемненням481 спортивні передні сидіння з електрорегулюванням бічної підтримки спинки493 ""пакет ""відділення для зберігання""""502 система омивання фар508 система допомоги при паркуванні (pdc), ззаду та спереду521 датчик дощу та освітленості522 біксенонові фари (забезпечують найкраще освітлення дороги)534 автоматичний клімат-контроль544 круїз-контроль з функцією гальмування563 розширений пакет освітлення салону6nh пристрій hands-free з інтерфейсом usb – для мобільного телефону з bluetooth609 навігаційна система professional. центральний дисплей 8.8"", керування за допомогою idrive620 система голосового керування7ac пакет sportline"
bmw,x1,https://auto.ria.com/uk/auto_bmw_x1_36310681.html,2024-12-16-14-11,14400, bmw x1 2014, e84 (fl) • 28i at (245 к.с.) xdrive • base, e84 (fl) , 28i at (245 к.с.) xdrive , base,2014,245,182,1,1,1,"Одеса, Академика Глушко 31а","у продажу bmw x1 x drive 28i, 2014 рік, кросовер, повний привід, акпп, 2.0 бітурбо, бензин, пробіг 182 т. км.пропонуємо популярний позашляховик bmw x1 x drive 28і в гарній комплектації в яку входять автоматична коробка перемикання передач, повний привід, клімат контроль 2-х зонний, шкіряні електро сидіння з підігрівами та пам'яттю, панорамний люк , круїз-контроль, датчики світу та дощу, вибір режима руху(eco-pro-normal),топова оптика - адаптивний біксенон + led, допомога при спуску, обігрів переднього та заднього скла, abs, esp, isofix, start-stop, механічний ручник та багато інших преміум функцій. мінімальні пошкодження, ціла безпека.дзвоніть прямо зараз для отримання додаткової інформації.також є можливість обміну вашого авто, придбання авто в розстрочку. інші варіанти авто в наявності або під замовлення дивиться на нашому сайті. перевірка авто на будь якому сто. допомога в переоформлені."
bmw,x1,https://auto.ria.com/uk/auto_bmw_x1_35913213.html,2024-12-16-14-11,13400, bmw x1 2011, e84, e84,,,2011,-1,117,1,0,1,Київ,продаю автомобіль 2011 рокуавтівка куплена в українів дтп не бувавтосалони прошу не турбувати !
bmw,x1,https://auto.ria.com/uk/auto_bmw_x1_37611346.html,2024-12-16-14-11,13000, bmw x1 2010, e84, e84,,,2010,-1,214,1,0,0,Луцьк,"супер автомобіль.економний, зручний, приємно керується, динамічний.bmw автомобіль, що приносить задоволення. вчасно обслуговувалось та якісно доглянуто."
bmw,x1,https://auto.ria.com/uk/auto_bmw_x1_32315822.html,2024-12-16-14-11,15000, bmw x1 2013,,,,,2013,-1,323,1,0,1,Хуст • Закарпатська обл.,"х1 в чудовому стані.проведено повне то.замінені всі масла та рідини.замінені всі амортизатори,колодки та тормозні диски.два комплекти резини(літня-ранфлети).заводська система покращеного кондиціонування.можливі встановлення таймерів на прогрів та охолодження салону.ручки відкривання дверей мають підсвітку в темну пору часу.повний привід.250 кінських сил(твін турбо).деталі по телефону та при огляді.авто варте уваги та ""своїх"" грошей.дякую за увагу)"
bmw,x1,https://auto.ria.com/uk/auto_bmw_x1_37385191.html,2024-12-16-14-11,18300, bmw x1 2016, f48 • 25d at (231 к.с.) xdrive • base, f48 , 25d at (231 к.с.) xdrive , base,2016,231,145,1,1,1,Івано-Франківськ,"автомобіль у хорошому стані ! авто купляли рік назад , для себе не на продаж ! обслуговувалось все вчасно , та якісними запчастинами ! на даний момент робити нічого не потрібно ! більше інформації надам по телефону !"
bmw,x1,https://auto.ria.com/uk/auto_bmw_x1_37487658.html,2024-12-16-14-11,12000, bmw x1 2014, e84 (fl), e84 (fl),,,2014,-1,225,1,1,1,Івано-Франківськ,всі деталі за телефоном.
bmw,x1,https://auto.ria.com/uk/auto_bmw_x1_37487483.html,2024-12-16-14-11,22500, bmw x1 2017, f48 • 28i at (245 к.с.) xdrive • base, f48 , 28i at (245 к.с.) xdrive , base,2017,245,49,1,1,1,Дніпро (Дніпропетровськ),"коментарі (в т.ч. через whatsapp) не читаю!!! тільки жива розмова!торг біля капота авто.2018 bmw x1 xdrive28i2017 рік виробництва. 2018 модельний рік. перша реєстрація в сша 30.08.2018 року.у відмінному стані! в дуже гарному кольорі.48000км пробіг. є carfax.автівка не плавала!запах нової автівки в салоні, без перебільшення ідеальний стан! все в ідеалі!!! всі деталі в заводському фарбуванні, жодного підкрасу! замінені ліва передня дверка і ліве переднє крило в колір (жодного дтп не було в сша, просто поїхали задом з відчиненою дверкою). замінено масло і всі фільтра. готовий до любих перевірок!довстановлено:рестайлінговий бамперfull led фари з переду і з заду європа! жовті повороти, і туманка.carplay бездротовийкомплектація автомобіля:•convenience package:внутрішнє та зовнішнє дзеркала водія з автоматичним затемненнямдзеркало заднього виду з автозатемненнямкомфортний доступ без ключапакет світильниківпоперекова опорапанорамний люкдзеркала з електроприводомуніверсальний відкривач гаражних воріт•xline:18-дюймові y-подібні колеса, стиль 569 із всесезонними шинамичорна глянцева окантовка з перламутрово-хромованим акцентомчорний sensatec•додатково:комфортний пакетпідігрів передніх сидінь і керманавігація бізнесспортивні сидіння•стандартна комплектація:додаткові розетки на 12 врозширена інформація про дорожній рух у реальному часісистема сигналізаціївсесезонна гумадах антрацитового кольоруbmw assist ecallbmw teleservicesавтономний підігрівач (фен)служби connecteddriveденні ходові вогнідвозонний автоматичний клімат-контрольдинамічний круїз-контрольпідлогові килимкипідігрів рульового колесапідігрів передніх сидіньзвукова система hi-fiвбудований програвач компакт-дисківматове хромоване зовнішнє оздобленнябагатофункціональне кермопередні сидіння з електроприводомелектропривід дверей багажниказатемнене заднє склокамера заднього видурейлінги на даху з сатинового алюмініюшини runflatконтроль тиску в шинах"
bmw,x3,https://auto.ria.com/uk/auto_bmw_x3_37139637.html,2024-12-16-14-11,9500, bmw x3 2012, f25 • 28i at (245 к.с.) xdrive • base, f25 , 28i at (245 к.с.) xdrive , base,2012,245,191,1,1,1,"Біла Церква, Сухоярська 11а","продаж за готівку або в лізинг | кредитгарний автомобіль. пригнаний з америки без дтп. авто обслужене, готове до експлуатації. не потребує додаткових вкладень. запрошуємо на тест-драйв!перший внесок від 3 300$термін від 12 до 36 місяцівавто знаходиться у вашому користуванні з першого дня!без довідок про доходи! тільки паспорт та код!з будь-якою кредитною історією!наша адреса:м. біла церква вул. сухоярська 18""авторинок"""
bmw,x3,https://auto.ria.com/uk/auto_bmw_x3_37349212.html,2024-12-16-14-11,28300, bmw x3 2018, g01 • 30i at (252 к.с.) xdrive • base, g01 , 30i at (252 к.с.) xdrive , base,2018,252,67,1,1,1,Львів,"приїхала з америки з цілою безпекою, пошкоджено було тільки центральні деталі на передньому бампері. бампер залишився рідний, жодна деталь не фарбована. він код і карфакс доступні. технічно і візуально в ідеалі! комплектація: x-line, оптика вmw led, чорна стеля, панорамний дах, люк, 4-ох зонний клімат, комфорт сидіння з ламаними спинками і пам'яттю, безключовий доступ, клімат, круїз, електропривід багажника, система старт-стоп, диски r19 та ін."
bmw,x3,https://auto.ria.com/uk/auto_bmw_x3_36490999.html,2024-12-16-14-11,14999, bmw x3 2012, f25, f25,,,2012,-1,153,-1,1,1,Бобровиця • Чернігівська обл.,власник по техпаспорту.
bmw,x3,https://auto.ria.com/uk/auto_bmw_x3_36200332.html,2024-12-16-14-11,49000, bmw x3 2019, g01, g01,,,2019,-1,110,1,0,0,Хмельницький,"пробіг оригінальний сервісований ,є всі відмітки та сервісні книжки ,по кузову без м’ятин та подряпин і жодного підкрасу , на 100тис пройшла повне то , по салону , як нова , дуже динамічна та економічна . машина дійсно без перебільшення чудова і готова до будь-якої вашої перевірки на будь-якому вашому сто"
,,,,,,,,,,,,,,,,,
bmw,x3,https://auto.ria.com/uk/auto_bmw_x3_37488543.html,2024-12-16-14-11,10700, bmw x3 2011, f25 • 28i mt (258 к.с.) xdrive • base, f25 , 28i mt (258 к.с.) xdrive , base,2011,258,150,1,0,1,Лубни • Полтавська обл.,"неспішно продаю автомобіль. власник за документами. класний емоційний х3, на зимовій гумі (22 рік, на цей сезон ще вистачить), пройдено то з заміною рідин, фільтрів. питань по двигуну, коробці немає. є невеликі коцки по лкп, без іржі. зв?язок через месенджери: whatsapp, signal, telegram."
,,,,,,,,,,,,,,,,,
bmw,x3,https://auto.ria.com/uk/auto_bmw_x3_37611641.html,2024-12-16-14-11,25999, bmw x3 2016, f25 (fl), f25 (fl),,,2016,-1,183,1,0,0,"Стрий, Об'їзна дорога, Дуліби","авто в збереженому стані. все працює справно.зауважень по салоні та кузову немає.-—про нас--компанія car stryy спеціалізується на продажі автомобілів пригнаних з закордону та від власників.переваги car stryy полягає в тому що в нас присутні такі послуги як:- вигідний кредит/лізинг на авто- послуга trade-in- комісійний майданчик- страхування- тест драйв- перевірка на сто- перереєстрація на нового власника- полірування автомобілів- хімчистка авто- детейлінг- витягування в'ятиндане авто ви можете оглянути завітавши до нас за адресою: об?їзна дорога, с.дуліби, львівськаобласть.працюємо ми без вихідних з 09:00-18:00"
,,,,,,,,,,,,,,,,,
bmw,x3,https://auto.ria.com/uk/auto_bmw_x3_37611495.html,2024-12-16-14-11,7800, bmw x3 2006, e83 (fl) • 25i at (218 к.с.) xdrive • base, e83 (fl) , 25i at (218 к.с.) xdrive , base,2006,218,330,1,0,1,Київ,"зимова гума,авто в доброму стані!все працює!усі питання по телефону!!"
bmw,x5,https://auto.ria.com/uk/auto_bmw_x5_37612551.html,2024-12-16-14-11,16600, bmw x5 2007, e70 • 3.0d at (235 к.с.) • base, e70 , 3.0d at (235 к.с.) , base,2007,235,275,1,0,0,"Стрий, вул.Болехівська 47а","id30252можливий продаж в кредит та через криптовалюту.пропонуємо такі послуги:- доставка авто з сша, канади, європи;- перереєстрація авто на нового власника;- перевірка авто;- оформлення авто в кредит."
bmw,x5,https://auto.ria.com/uk/auto_bmw_x5_37382159.html,2024-12-16-14-11,38400, bmw x5 2017, f15 • 35d steptronic (286 к.с.) xdrive • m package, f15 , 35d steptronic (286 к.с.) xdrive , m package,2017,286,128,1,1,0,Дніпро (Дніпропетровськ),"чудове авто в максимальній комплектаціі.комфортні сидіння,багатозонний клімат контроль,проєкція на лобове скло,максимальна оптика та багато іншого..."
bmw,x5,https://auto.ria.com/uk/auto_bmw_x5_37612516.html,2024-12-16-14-11,12999, bmw x5 2005, e53 (fl) • 3.0d at (218 к.с.) • base, e53 (fl) , 3.0d at (218 к.с.) , base,2005,218,360,0,0,0,Теофіполь • Хмельницька обл.,"гарний обслужений х, всі деталі по телефону!"
bmw,x5,https://auto.ria.com/uk/auto_bmw_x5_37612517.html,2024-12-16-14-11,31999, bmw x5 2014, f15 • 35d steptronic (286 к.с.) xdrive • m package, f15 , 35d steptronic (286 к.с.) xdrive , m package,2014,286,198,1,0,0,"Одеса, ул, Балковская 92 А","автомобиль без дтп. весь в родной краске. куплен у официального дилера в америке. очень богатая комплектация: бесключевой доступ, led-считок, адаптивный круиз, авто дальний, удержание в полосе, контроллер мертвых зон, предотвращение удара, камеры кругового обзора, комфортный салон, подогревы, вентиляция сидений, задний климат контроль, подогрев руля. автомобиль в идеальном состоянии. без каких либо возможных нареканий. эксплуатируется максимально осторожно. новая резина как летняя, так и зимняя. автомобиль готов к любым проверкам и дальнейшей эксплуатации без каких либо нареканий."
bmw,x5,https://auto.ria.com/uk/auto_bmw_x5_29558932.html,2024-12-16-14-11,45700, bmw x5 2019, g05, g05,,,2019,-1,137,1,1,1,Луцьк,в дтп атомобіль участі не брав.стан нового авто тільки після т.о.всі деталі рідні і не фарбовані! рідний пробіг.
bmw,x5,https://auto.ria.com/uk/auto_bmw_x5_37612444.html,2024-12-16-14-11,12000, bmw x5 2004, e53 (fl) • 3.0d mt (218 к.с.) • base, e53 (fl) , 3.0d mt (218 к.с.) , base,2004,218,344,1,0,0,Чугуїв • Харківська обл.,"продаю власне авто, технічний стан 5+ .готовий до будь яких перевірок .додаткова інформація по телефону"
bmw,x5,https://auto.ria.com/uk/auto_bmw_x5_37612441.html,2024-12-16-14-11,14900, bmw x5 2012, e70 (fl), e70 (fl),,,2012,-1,219,1,0,1,Львів,технічно ідеальнапройдено повне т.оled оптикапідогрів руляпанорамна крышакамери 360задній кліматбезключевий доступ
bmw,x5,https://auto.ria.com/uk/auto_bmw_x5_37612392.html,2024-12-16-14-11,56000, bmw x5 2018, g05 • 30d steptronic (265 к.с.) xdrive • m package, g05 , 30d steptronic (265 к.с.) xdrive , m package,2018,265,165,1,0,0,"Солонка, вул. Кільцева, 60","код товара: 47159можливий обмін на будь-яке авто (trade-in), питання з обміну виключно за телефоном.компанія ""автопарк"" гарантує професійний супровід угоди та її безпеку.надаємо кредит та лізинг на вигідних умовах. можливе дострокове погашення.повну інформацію дивіться у нас на сайті.продається bmw x5 2018 року, кузов g05, з надійним та потужним 3-літровим дизельним двигуном (333 к.с.), комплектація 30d x-drive! автомобіль у чудовій комплектації: лазерна оптика, система автопаркування, розширене проекційне меню та відкриття багажника жестами. машина в максимально збереженому стані - по кузову немає дефектів. авто пройшло повну технічну перевірку на офіційному сто, включаючи заміну олії та фільтрів. кожна деталь оглянута та перевірена фахівцями, щоб забезпечити ідеальний технічний стан. двигун та коробка передач працюють ідеально, підвіска відпрацьовує на всі 100%, що дає високий рівень комфорту під час поїздок. на трасі авто демонструє відмінну стійкість та динаміку, поєднуючи її з комфортом бізнес-класу. автомобіль виглядає справді ефектно та привертає увагу. якщо у вас виникли питання або хочете оглянути машину, телефонуйте!"
bmw,x5,https://auto.ria.com/uk/auto_bmw_x5_37442160.html,2024-12-16-14-11,24100, bmw x5 2011, e70 (fl) • 30d steptronic (245 к.с.) xdrive, e70 (fl) , 30d steptronic (245 к.с.) xdrive,,2011,245,149,1,0,0,Рокитне • Рівненська обл.,"- куплений в швейцарії(на дилері під себе, не акціон)- реальний пробіг(сервісна підтверджує)- по приїзду була заміна маслів/фільтрів- дуже якісно збережений салон(на фото чудово це видно)- комфорт сидіння та память- чорна стеля- все в шкірі- індивідуальна комплектація- багатозонний клімат контроль- парктроніки( перед та зад )- led фари- чудова акустика- r19 оригінальні різноширокі, 285 перед та 315 задсаме головне одна турбіна( сама надійна комплектація) + 8 ступка(менше навантаження на мотор) тому 150 пробігу це по суті обкатка для цього авто :)купувався для себе, по машині все чудово, чорна на чорному без колхозу в гарному технічному та косметичному стані, нічого робити по машині не потрібно, перекупам не турбувати, всім вдалих продаж та мирного неба!"
bmw,x5,https://auto.ria.com/uk/auto_bmw_x5_37488816.html,2024-12-16-14-11,30000, bmw x5 2015, f15, f15,,,2015,-1,214,1,0,0,Ужгород,"продам bmw x5 25d в м пакетіофіційний автомобіль, я другий власник.авто повністю обслужена, замінена цеп на 200т , нові амортизатори, машина спереді в бронеплівці.також зроблено стейдж 1, що робить машину резвіше. машина без дтпкомплектація :підігрів передніх сидіньпідігрів рулядачики дождядачик світлаавтоматичне дальнє світлонавігаціязадня камерапам?ять сидіньзеркала з функцією затемнення"
vw,cc,https://auto.ria.com/uk/auto_volkswagen_cc_passat_cc_37489418.html,2024-12-16-14-15,11300,             volkswagen cc / passat cc 2013        , i покоління (fl) • 2.0tsi dsg (220 к.с.)                                                    • r-line                            , i покоління (fl) , 2.0tsi dsg (220 к.с.)                                                    , r-line                            ,2013,220,245,1,0,1,Новий Буг • Миколаївська обл.,"   автомобиль в отличном состоянии, полностью обслужен. красивый внешний вид, красивые диски новая летняя резина не проехала и 500км, есть комплект зимних колес на дисках. двигатель работает отлично,цепи поменян, ходовая перебрана новые тормозные диски колодки. коробка  без нареканий. хорошая комплектация, салон аккуратный, работает каждая кнопочка. в автомобиле есть все для комфортной езды. приезжайте, смотрите. все вопросы по телефону. машинкой останетесь довольны.????торг???? реальному покупателю!!!!!!  "
vw,cc,https://auto.ria.com/uk/auto_volkswagen_cc_passat_cc_37489209.html,2024-12-16-14-15,12000,             volkswagen cc / passat cc 2013        , i покоління (fl) • 2.0tsi dsg (220 к.с.)                                            , i покоління (fl) , 2.0tsi dsg (220 к.с.)                                            ,,2013,220,189,0,1,1,Чернігів,"   продам volkswagen cc 2013 року випуску у гарному стані.2.0 турбо, бензин, передній привід, автомат dsg dq250 (мокра надійна коробка). двозонний клімат-контроль, круїз, підігрів сидінь, led фари, великий екран з android, камера заднього виду, парктроніки. також встановлені дуже гарні 17 диски та зроблений антихром. відмінна зимова гума nokian. по техніці стан відмінний, жодних зауважень по двигуну, коробці та ходовій частині. все обслуговувалось вчасно, заміна мастила з фільтрами раз у 7000 км. з глобального - заміна ланцюга грм та мастила в коробці - 30 тисяч км назад. також заміна впускного колектору та помпи - 35 тисяч назад. по кузову та салону є недоліки, фото недоліків у кінці. на всі косячки буде торг. готовий до перевірки на будь-якому сто. я власник, перший продаж, продаж тільки з переоформленням.   "
vw,golf,https://auto.ria.com/uk/auto_volkswagen_golf_37612613.html,2024-12-16-14-15,12400, volkswagen golf 2015, vii покоління/typ 5g • 1.6 tdi dsg (105 к.с.), vii покоління/typ 5g , 1.6 tdi dsg (105 к.с.),,2015,105,218,1,0,0,Івано-Франківськ,"офіційне авто,пригнане з німеччини у 2018 році з пробігом 135 тис км,з того часу до сьогодніобслуговувалося на офіційному сервісіvolkswagen(y івано-франківську) вся сервісна історія. автомат коробка працює ідеально,двигун1.6 tdi (економний)у авто багата комплектація-підігріви сидінь-кондиціонер(працює)-ксенонові фари-лепістки на рулі(видно на фото)-лед підсвітки на дверках з середини"
vw,golf,https://auto.ria.com/uk/auto_volkswagen_golf_35891300.html,2024-12-16-14-16,1200, volkswagen golf 1996, iii покоління/typ 1h • 1.6 ат (101 к.с.) • base, iii покоління/typ 1h , 1.6 ат (101 к.с.) , base,1996,101,42,-1,0,1,Кельменці • Чернівецька обл.,"на дзвінки не відповідаю !!!, вайбер телеграм пишіть !!"
vw,golf,https://auto.ria.com/uk/auto_volkswagen_golf_34030099.html,2024-12-16-14-16,4000, volkswagen golf 2000, iv покоління/typ 1j • 1.4 мт (75 к.с.) • base, iv покоління/typ 1j , 1.4 мт (75 к.с.) , base,2000,75,220,0,0,1,Умань • Черкаська обл.,"машина вкладень не вимагає ремені ролики, помпа, стійки по колу, колодки замінені. великий багажник, дуже практичний та економний автомобіль."
vw,golf,https://auto.ria.com/uk/auto_volkswagen_golf_37586685.html,2024-12-16-14-16,8500, volkswagen golf 2010, vi покоління/typ 5k • 1.4 tsi mt (122 к.с.) • base, vi покоління/typ 5k , 1.4 tsi mt (122 к.с.) , base,2010,122,194,0,0,1,Дніпро (Дніпропетровськ),"продам гольф 6 покоління 2010 рік. 1.4 tsi турбо 122 к.с. двигун в дуже гарному стані. мастило не їсть!рідний пробіг, дуже гарний стан. газ не стоїть. хороша мультимедіа. по всім питанням дзвоніть, можу скинути відео роботи."
vw,golf,https://auto.ria.com/uk/auto_volkswagen_golf_35358643.html,2024-12-16-14-16,4500, volkswagen golf 1998, iv покоління/typ 1j, iv покоління/typ 1j,,,1998,-1,230,1,0,1,Львів,"авто в хорошому стані, доглянуте, обслужене.можна розглянути обмін на мікроавтобус пасажирський чи вантажний з доплатою в обидві сторони.місцезнаходження львів."
vw,jetta,https://auto.ria.com/uk/auto_volkswagen_jetta_37481807.html,2024-12-16-14-16,13000, volkswagen jetta 2017, vi покоління (fl) • 1.4 tsi at (150 к.с.), vi покоління (fl) , 1.4 tsi at (150 к.с.),,2017,150,125,-1,1,1,Київ,"авто купували вже зроблене з рук. пробіг був біля 100к. їздила дружина до нинішнього пробігу.авто в хорошому стані, додаткових вкладень не потребує.аргументований торг допускається."
vw,passat,https://auto.ria.com/uk/auto_volkswagen_passat_37203849.html,2024-12-16-14-16,4200, volkswagen passat 2004, b5+ • 1.9tdi mt (130 к.с.), b5+ , 1.9tdi mt (130 к.с.),,2004,130,376,0,0,0,Ужгород,"пропоную до продажу volkswagen passat 2004 року з дизельним двигуном 1.9 л і переднім приводом. автомобіль надійний і економічний. машина має деякі сколи та царапини на кузові, а також ліва дверка була крашена не в повному кольорі і є незначні вмятини. незважаючи на це, технічний стан автомобіля хороший — мотор працює без нарікань, трансмісія та ходова частина в порядку. інтер'єр чистий і доглянутий. залюбки відповім на всі питання і організую перегляд автомобіля"
vw,passat,https://auto.ria.com/uk/auto_volkswagen_passat_37057652.html,2024-12-16-14-16,2800, volkswagen passat 1998, b5 • 1.6 mt (100 к.с.) • base, b5 , 1.6 mt (100 к.с.) , base,1998,100,354,0,0,1,Чернігів,"авто на повному ходу, у моїй власності один рік. за цей час було замінено помпу, радіатор, прочищені форсунки, в ходову вкладали ~500$, свічки мінялись місяць тому. авто їде впевнено, двигун працює добре, коробка також. по нюансам фарбоване ліве заднє крило, тріщина на бампері, коцка на водійському дзеркалі. встановлена працююча задня камера. газу ніколи не бачила."
vw,passat,https://auto.ria.com/uk/auto_volkswagen_passat_34029906.html,2024-12-16-14-16,7100, volkswagen passat 2008, b6, b6,,,2008,-1,194,-1,0,1,Одеса,продам авто в доброму стані.
vw,passat,https://auto.ria.com/uk/auto_volkswagen_passat_34363673.html,2024-12-16-14-16,7000, volkswagen passat 2009, b6 • 1.4tsi dsg (122 к.с.), b6 , 1.4tsi dsg (122 к.с.),,2009,122,100,0,0,1,Полтава,"авто в нормальному стані. клімат, руль с управлінням бортового комп'ютера і аудіо системи. підігрів передніх сидінь. кузов має не віликі ужкодженя ( рижікі ). парктронік, електронний ручнік. заводська газова установка ( метан ). коробка робот 7 передач."
vw,tiguan,https://auto.ria.com/uk/auto_volkswagen_tiguan_37057780.html,2024-12-16-14-16,16700, volkswagen tiguan 2018, ii покоління, ii покоління,,,2018,-1,113,1,1,1,Новояворівськ • Львівська обл.,авто в гарному стані без пробігу по україні. s комплектації все в авто працює ідеально. реальному покупцю хороший торг
vw,touareg,https://auto.ria.com/uk/auto_volkswagen_touareg_37349570.html,2024-12-16-14-16,10000, volkswagen touareg 2007, i покоління (fl), i покоління (fl),,,2007,-1,367,1,0,0,Дунаївці • Хмельницька обл.,30тисяч тому був капітальний ремонт двигуна
vw,touareg,https://auto.ria.com/uk/auto_volkswagen_touareg_37057741.html,2024-12-16-14-16,9500, volkswagen touareg 2005, i покоління • 2.5 tdi at (174 к.с.) 4motion • base, i покоління , 2.5 tdi at (174 к.с.) 4motion , base,2005,174,290,1,0,0,Ананьїв • Одеська обл.,продам авто в гарному стані в рідній фарбі. все працює без нарікань. є вебасто.
bmw,series3,https://auto.ria.com/uk/auto_bmw_3_series_37489247.html,2024-12-16-14-16,7000, bmw 3 series 2005, e46 (fl) • 320ci mt (170 к.с.) • base, e46 (fl) , 320ci mt (170 к.с.) , base,2005,170,400,0,0,0,Умань • Черкаська обл.,продам своє авто стан авто 9 із 10гнилі немає резина зима літо хорошавсі питання по телефону
bmw,series3,https://auto.ria.com/uk/auto_bmw_3_series_37489205.html,2024-12-16-14-16,7000, bmw 3 series 2005, e90 • 318d mt (122 к.с.) • base, e90 , 318d mt (122 к.с.) , base,2005,122,301,0,0,0,Кам'янець-Подільський • Хмельницька обл.,
bmw,series3,https://auto.ria.com/uk/auto_bmw_3_series_37612573.html,2024-12-16-14-16,8000,             bmw 3 series 2013        , f30 • 316i steptronic (136 к.с.)                                                    • base                            , f30 , 316i steptronic (136 к.с.)                                                    , base                            ,2013,136,247,1,0,1,Дніпро (Дніпропетровськ),"   офіціал !316і мотор 1.6 турбо немає компресії в другому циліндрі ,потрібно робити головку!машина запускається і їде своїм ходом,але троїть.кузов в кераміці.  "
bmw,series5,https://auto.ria.com/uk/auto_bmw_5_series_37489324.html,2024-12-16-14-16,5000,             bmw 5 series 1998        , e39 , e39 ,,,1998,-1,377,0,0,1,Кодима • Одеська обл.,"   продам чудовий доглянутий автомобіль, м-бампера, м-руль, блютуз мультимедіа, реставрована оптика, автомобіль без шпаклі, фарбований лише капот так як було багато сколів, підтікань по мотору немає. я власник, будь яке переоформлення. за деталями телефонуйте.  "
bmw,series5,https://auto.ria.com/uk/auto_bmw_5_series_37078739.html,2024-12-16-14-16,16600, bmw 5 series 2012, f10, f10,,,2012,-1,122,1,0,1,Київ,офіційний автомобіль в дуже гарному стані. два комплекта гуми.
bmw,series5,https://auto.ria.com/uk/auto_bmw_5_series_36624785.html,2024-12-16-14-16,6000, bmw 5 series 2000, e39 (fl), e39 (fl),,,2000,-1,304,1,0,1,Первомайський • Харківська обл.,"автомобіль вкладень ніяких не вимагає переварені короба і задні піддомкратники, жодного рижика по лкп, ходовка без зайвих звуків нові передні важелі лімфердер кондиціонер працює, я господар за техпаспортом тільки переоформлення."
bmw,series5,https://auto.ria.com/uk/auto_bmw_5_series_34893586.html,2024-12-16-14-16,8000, bmw 5 series 2008, e61 (fl) • 520d automatic (177 к.с) • base, e61 (fl) , 520d automatic (177 к.с) , base,2008,-1,317,1,0,0,Кам'янець-Подільський • Хмельницька обл.,"bmw 520d touring, facelift. салон чистенький, в машині не палили, всі то зроблені за кордоном. акумулятор agm новий, передні тормоза замінені. 7000 км по україні."
bmw,series5,https://auto.ria.com/uk/auto_bmw_5_series_34542566.html,2024-12-16-14-16,2800, bmw 5 series 1991, e34 • 520i мт (150 к.с) • base, e34 , 520i мт (150 к.с) , base,1991,-1,300,0,0,1,Остер • Чернігівська обл.,відповім по телефону
bmw,series5,https://auto.ria.com/uk/auto_bmw_5_series_34515216.html,2024-12-16-14-16,5500, bmw 5 series 2001, e39 (fl) • 530d at (193 к.с) • base, e39 (fl) , 530d at (193 к.с) , base,2001,-1,410,1,0,0,Макарів • Київська обл.,"власне надійне авто, в україні в одних руках! 2 комлекта дисків, зараз стоїть хороша зимова гума!мотор працює рівно, масла не бере, акпп працює гарно. пневмопідвіска обслужена! працює без нарікань! нова музика на android! працює кожна кнопка! заводська webasto!2 ключі! зараз майже нова зимова гума! шикарне світло bi-led!фото робились влітку! за цей час нічого не змінилось! авто використовується кожен день!з питанням за 4000-4500 заберу, відразу мимо! торг в межах розумного біля капоту!"
bmw,series5,https://auto.ria.com/uk/auto_bmw_5_series_34029773.html,2024-12-16-14-17,15000, bmw 5 series 2008, e60 (fl) • 525d steptronic (197 к.с) • base, e60 (fl) , 525d steptronic (197 к.с) , base,2008,-1,277,1,0,0,Кривий Ріг • Дніпропетровська обл.,"авто в отличном состоянии,ходовая поменяна ,цепи грм заменены на 245000км,масло в коробке заменено 245000км, масла в двигателе меняю каждые 8000км, рулевая рейка реставрирована на 273000км, авто сел и поеехал."
bmw,series7,https://auto.ria.com/uk/auto_bmw_7_series_34193867.html,2024-12-16-14-17,9500, bmw 7 series 2005, e65, e65,,,2005,-1,308,1,0,1,Харків,"машина на полному ходу ,по вопросам звоните!"
